date,column,vintage,original,mapped_provider,difference
1951-02-28,HML,FIZ_2024,-0.3207243460764588,-0.3207243460764589,-1.1102230246251565e-16
1951-03-31,HML,FIZ_2024,-0.4213279678068411,-0.4213279678068411,0.0
1951-04-30,HML,FIZ_2024,0.1718309859154927,0.17183098591549265,-5.551115123125783e-17
1951-05-31,HML,FIZ_2024,-0.2016096579476862,-0.20160965794768632,-1.1102230246251565e-16
1951-06-30,HML,FIZ_2024,-0.3931589537223341,-0.3931589537223341,0.0
1951-07-31,HML,FIZ_2024,0.0744466800804828,0.07444668008048264,-1.6653345369377348e-16
1951-08-31,HML,FIZ_2024,-0.101810865191147,-0.1018108651911471,-9.71445146547012e-17
1951-09-30,HML,FIZ_2024,-0.0406438631790745,-0.04064386317907468,-1.8041124150158794e-16
1951-10-31,HML,FIZ_2024,-0.0728370221327968,-0.072837022132797,-1.942890293094024e-16
1951-11-30,HML,FIZ_2024,-0.0961770623742456,-0.09617706237424568,-8.326672684688674e-17
1951-12-31,HML,FIZ_2024,-0.2193158953722335,-0.2193158953722336,-8.326672684688674e-17
1952-01-31,HML,FIZ_2024,0.0334004024144869,0.03340040241448666,-2.3592239273284576e-16
1952-02-29,HML,FIZ_2024,-0.1404426559356137,-0.1404426559356139,-1.942890293094024e-16
1952-03-31,HML,FIZ_2024,0.0832997987927564,0.08329979879275626,-1.3877787807814457e-16
1952-04-30,HML,FIZ_2024,-0.0993963782696177,-0.09939637826961792,-2.220446049250313e-16
1952-05-31,HML,FIZ_2024,-0.088128772635815,-0.0881287726358151,-9.71445146547012e-17
1952-06-30,HML,FIZ_2024,0.0084507042253521,0.008450704225351865,-2.3418766925686896e-16
1952-07-31,HML,FIZ_2024,-0.1195171026156942,-0.11951710261569437,-1.6653345369377348e-16
1952-08-31,HML,FIZ_2024,-0.0905432595573442,-0.09054325955734428,-8.326672684688674e-17
1952-09-30,HML,FIZ_2024,-0.2136820925553321,-0.21368209255533216,-5.551115123125783e-17
1952-10-31,HML,FIZ_2024,-0.128370221327968,-0.12837022132796802,-2.7755575615628914e-17
1952-11-30,HML,FIZ_2024,-0.0132796780684105,-0.01327967806841071,-2.0990154059319366e-16
1952-12-31,HML,FIZ_2024,-0.0760563380281691,-0.07605633802816923,-1.3877787807814457e-16
1953-01-31,HML,FIZ_2024,0.0148893360160964,0.014889336016096336,-6.418476861114186e-17
1953-02-28,HML,FIZ_2024,-0.0985915492957747,-0.09859154929577486,-1.6653345369377348e-16
1953-03-31,HML,FIZ_2024,-0.1597585513078472,-0.15975855130784727,-8.326672684688674e-17
1953-04-30,HML,FIZ_2024,0.035010060362173,0.035010060362172774,-2.2898349882893854e-16
1953-05-31,HML,FIZ_2024,-0.0728370221327968,-0.072837022132797,-1.942890293094024e-16
1953-06-30,HML,FIZ_2024,-0.1291750503018111,-0.12917505030181106,2.7755575615628914e-17
1953-07-31,HML,FIZ_2024,-0.1090543259557346,-0.10905432595573461,-1.3877787807814457e-17
1953-08-31,HML,FIZ_2024,-0.3754527162977867,-0.37545271629778687,-1.6653345369377348e-16
1953-09-30,HML,FIZ_2024,-0.2877263581488934,-0.28772635814889347,-5.551115123125783e-17
1953-10-31,HML,FIZ_2024,-0.1114688128772637,-0.11146881287726379,-8.326672684688674e-17
1953-11-30,HML,FIZ_2024,-0.1034205231388331,-0.10342052313883321,-1.1102230246251565e-16
1953-12-31,HML,FIZ_2024,-0.3199195171026158,-0.3199195171026158,0.0
1954-01-31,HML,FIZ_2024,0.1855130784708247,0.18551307847082463,-8.326672684688674e-17
1954-02-28,HML,FIZ_2024,-0.1146881287726359,-0.11468812877263602,-1.249000902703301e-16
1954-03-31,HML,FIZ_2024,-0.212072434607646,-0.21207243460764605,-5.551115123125783e-17
1954-04-30,HML,FIZ_2024,-0.1187122736418512,-0.11871227364185132,-1.1102230246251565e-16
1954-05-31,HML,FIZ_2024,0.105835010060362,0.10583501006036192,-8.326672684688674e-17
1954-06-30,HML,FIZ_2024,-0.0905432595573442,-0.09054325955734428,-8.326672684688674e-17
1954-07-31,HML,FIZ_2024,0.2410462776659958,0.24104627766599565,-1.3877787807814457e-16
1954-08-31,HML,FIZ_2024,-0.2024144869215292,-0.20241448692152936,-1.6653345369377348e-16
1954-09-30,HML,FIZ_2024,-0.0366197183098593,-0.036619718309859384,-8.326672684688674e-17
1954-10-31,HML,FIZ_2024,-0.0374245472837023,-0.037424547283702446,-1.457167719820518e-16
1954-11-30,HML,FIZ_2024,0.2627766599597585,0.2627766599597583,-2.220446049250313e-16
1954-12-31,HML,FIZ_2024,0.3641851106639837,0.3641851106639835,-1.6653345369377348e-16
1955-01-31,HML,FIZ_2024,0.0808853118712273,0.0808853118712271,-1.942890293094024e-16
1955-02-28,HML,FIZ_2024,-0.0446680080482898,-0.04466800804828997,-1.734723475976807e-16
1955-03-31,HML,FIZ_2024,0.0672032193158953,0.0672032193158951,-2.0816681711721685e-16
1955-04-30,HML,FIZ_2024,-0.0366197183098593,-0.036619718309859384,-8.326672684688674e-17
1955-05-31,HML,FIZ_2024,-0.1686116700201209,-0.1686116700201209,0.0
1955-06-30,HML,FIZ_2024,0.0567404426559354,0.056740442655935364,-3.469446951953614e-17
1955-07-31,HML,FIZ_2024,-0.0631790744466802,-0.0631790744466803,-1.1102230246251565e-16
1955-08-31,HML,FIZ_2024,-0.0334004024144869,-0.03340040241448716,-2.636779683484747e-16
1955-09-30,HML,FIZ_2024,-0.17102615694165,-0.17102615694165008,-8.326672684688674e-17
1955-10-31,HML,FIZ_2024,-0.1034205231388331,-0.10342052313883321,-1.1102230246251565e-16
1955-11-30,HML,FIZ_2024,-0.0647887323943663,-0.06478873239436642,-1.1102230246251565e-16
1955-12-31,HML,FIZ_2024,-0.2764587525150906,-0.27645875251509067,-5.551115123125783e-17
1956-01-31,HML,FIZ_2024,-0.0148893360160967,-0.014889336016096821,-1.214306433183765e-16
1956-02-29,HML,FIZ_2024,-0.1259557344064387,-0.12595573440643884,-1.3877787807814457e-16
1956-03-31,HML,FIZ_2024,-0.128370221327968,-0.12837022132796802,-2.7755575615628914e-17
1956-04-30,HML,FIZ_2024,-0.1106639839034206,-0.11066398390342073,-1.3877787807814457e-16
1956-05-31,HML,FIZ_2024,-0.1967806841046279,-0.19678068410462796,-5.551115123125783e-17
1956-06-30,HML,FIZ_2024,-0.1822937625754527,-0.18229376257545288,-1.6653345369377348e-16
1956-07-31,HML,FIZ_2024,-0.0945674044265594,-0.09456740442655957,-1.6653345369377348e-16
1956-08-31,HML,FIZ_2024,-0.1509054325955735,-0.15090543259557362,-1.1102230246251565e-16
1956-09-30,HML,FIZ_2024,0.0503018108651909,0.050301810865190894,-6.938893903907228e-18
1956-10-31,HML,FIZ_2024,-0.0961770623742456,-0.09617706237424568,-8.326672684688674e-17
1956-11-30,HML,FIZ_2024,0.051911468812877,0.051911468812877004,6.938893903907228e-18
1956-12-31,HML,FIZ_2024,-0.2643863179074448,-0.2643863179074448,0.0
1957-01-31,HML,FIZ_2024,0.1348088531187121,0.134808853118712,-1.1102230246251565e-16
1957-02-28,HML,FIZ_2024,-0.1492957746478874,-0.1492957746478875,-1.1102230246251565e-16
1957-03-31,HML,FIZ_2024,-0.1299798792756541,-0.12997987927565413,-2.7755575615628914e-17
1957-04-30,HML,FIZ_2024,-0.2080482897384306,-0.20804828973843076,-1.6653345369377348e-16
1957-05-31,HML,FIZ_2024,-0.2603621730382295,-0.2603621730382295,0.0
1957-06-30,HML,FIZ_2024,-0.0905432595573442,-0.09054325955734428,-8.326672684688674e-17
1957-07-31,HML,FIZ_2024,-0.0567404426559358,-0.05674044265593584,-4.163336342344337e-17
1957-08-31,HML,FIZ_2024,-0.1243460764587526,-0.12434607645875272,-1.1102230246251565e-16
1957-09-30,HML,FIZ_2024,-0.0173038229376258,-0.017303822937625987,-1.8735013540549517e-16
1957-10-31,HML,FIZ_2024,-0.2362173038229378,-0.2362173038229378,0.0
1957-11-30,HML,FIZ_2024,-0.322334004024145,-0.322334004024145,0.0
1957-12-31,HML,FIZ_2024,-0.2217303822937627,-0.22173038229376277,-5.551115123125783e-17
1958-01-31,HML,FIZ_2024,0.2458752515090543,0.245875251509054,-2.7755575615628914e-16
1958-02-28,HML,FIZ_2024,-0.0647887323943663,-0.06478873239436642,-1.1102230246251565e-16
1958-03-31,HML,FIZ_2024,-0.1694164989939639,-0.16941649899396397,-5.551115123125783e-17
1958-04-30,HML,FIZ_2024,0.0382293762575451,0.03822937625754502,-7.632783294297951e-17
1958-05-31,HML,FIZ_2024,-0.1122736418511067,-0.11227364185110685,-1.3877787807814457e-16
1958-06-30,HML,FIZ_2024,-0.0591549295774649,-0.059154929577465015,-1.1796119636642288e-16
1958-07-31,HML,FIZ_2024,0.1549295774647887,0.15492957746478844,-2.498001805406602e-16
1958-08-31,HML,FIZ_2024,-0.0623742454728372,-0.06237424547283725,-4.85722573273506e-17
