date,column,old,new,reason
2018-01-31,MKT,,0.4646670055922719,Official FIZ_2024 factor; pre-2018 validated affine scale
2018-02-28,MKT,,-0.004067107269953019,Official FIZ_2024 factor; pre-2018 validated affine scale
2018-03-31,MKT,,0.062023385866803185,Official FIZ_2024 factor; pre-2018 validated affine scale
2018-04-30,MKT,,0.19623792577529275,Official FIZ_2024 factor; pre-2018 validated affine scale
2018-05-31,MKT,,0.3162175902389425,Official FIZ_2024 factor; pre-2018 validated affine scale
2018-06-30,MKT,,0.20589730554143407,Official FIZ_2024 factor; pre-2018 validated affine scale
2018-07-31,MKT,,0.3436705643111336,Official FIZ_2024 factor; pre-2018 validated affine scale
2018-08-31,MKT,,0.3563802745297405,Official FIZ_2024 factor; pre-2018 validated affine scale
2018-09-30,MKT,,0.18454499237417435,Official FIZ_2024 factor; pre-2018 validated affine scale
2018-10-31,MKT,,-0.2089476359938973,Official FIZ_2024 factor; pre-2018 validated affine scale
2018-11-30,MKT,,0.26741230299949176,Official FIZ_2024 factor; pre-2018 validated affine scale
2018-12-31,MKT,,-0.30503304524656605,Official FIZ_2024 factor; pre-2018 validated affine scale
2019-01-31,MKT,,0.6085409252669027,Official FIZ_2024 factor; pre-2018 validated affine scale
2019-02-28,MKT,,0.35434672089476343,Official FIZ_2024 factor; pre-2018 validated affine scale
2019-03-31,MKT,,0.23741738688357933,Official FIZ_2024 factor; pre-2018 validated affine scale
2019-04-30,MKT,,0.38332486019318734,Official FIZ_2024 factor; pre-2018 validated affine scale
2019-05-31,MKT,,-0.17132689374682072,Official FIZ_2024 factor; pre-2018 validated affine scale
2019-06-30,MKT,,0.5338078291814938,Official FIZ_2024 factor; pre-2018 validated affine scale
2019-07-31,MKT,,0.24199288256227786,Official FIZ_2024 factor; pre-2018 validated affine scale
2019-08-31,MKT,,0.050330452465684794,Official FIZ_2024 factor; pre-2018 validated affine scale
2019-09-30,MKT,,0.2541942043721405,Official FIZ_2024 factor; pre-2018 validated affine scale
2019-10-31,MKT,,0.2862226741230301,Official FIZ_2024 factor; pre-2018 validated affine scale
2019-11-30,MKT,,0.3787493645144888,Official FIZ_2024 factor; pre-2018 validated affine scale
2019-12-31,MKT,,0.3223182511438739,Official FIZ_2024 factor; pre-2018 validated affine scale
2020-01-31,MKT,,0.1759023894255216,Official FIZ_2024 factor; pre-2018 validated affine scale
2020-02-29,MKT,,-0.23182511438738992,Official FIZ_2024 factor; pre-2018 validated affine scale
2020-03-31,MKT,,-0.49923741738688043,Official FIZ_2024 factor; pre-2018 validated affine scale
2020-04-30,MKT,,0.8754448398576491,Official FIZ_2024 factor; pre-2018 validated affine scale
2020-05-31,MKT,,0.46517539400101615,Official FIZ_2024 factor; pre-2018 validated affine scale
2020-06-30,MKT,,0.30655821047280124,Official FIZ_2024 factor; pre-2018 validated affine scale
2020-07-31,MKT,,0.47483477376715744,Official FIZ_2024 factor; pre-2018 validated affine scale
2020-08-31,MKT,,0.5693950177935932,Official FIZ_2024 factor; pre-2018 validated affine scale
2020-09-30,MKT,,-0.0030503304524644725,Official FIZ_2024 factor; pre-2018 validated affine scale
2020-10-31,MKT,,0.07473309608541016,Official FIZ_2024 factor; pre-2018 validated affine scale
2020-11-30,MKT,,0.8154550076258242,Official FIZ_2024 factor; pre-2018 validated affine scale
2020-12-31,MKT,,0.4168784951703097,Official FIZ_2024 factor; pre-2018 validated affine scale
2021-01-31,MKT,,0.17996949669547585,Official FIZ_2024 factor; pre-2018 validated affine scale
2021-02-28,MKT,,0.32282663955261814,Official FIZ_2024 factor; pre-2018 validated affine scale
2021-03-31,MKT,,0.33807829181494653,Official FIZ_2024 factor; pre-2018 validated affine scale
2021-04-30,MKT,,0.432130147432638,Official FIZ_2024 factor; pre-2018 validated affine scale
2021-05-31,MKT,,0.19623792577529275,Official FIZ_2024 factor; pre-2018 validated affine scale
2021-06-30,MKT,,0.32130147432638534,Official FIZ_2024 factor; pre-2018 validated affine scale
2021-07-31,MKT,,0.2460599898322321,Official FIZ_2024 factor; pre-2018 validated affine scale
2021-08-31,MKT,,0.3294356888662938,Official FIZ_2024 factor; pre-2018 validated affine scale
2021-09-30,MKT,,-0.040671072699541094,Official FIZ_2024 factor; pre-2018 validated affine scale
2021-10-31,MKT,,0.519572953736654,Official FIZ_2024 factor; pre-2018 validated affine scale
2021-11-30,MKT,,0.10269445856634549,Official FIZ_2024 factor; pre-2018 validated affine scale
2021-12-31,MKT,,0.3390950686324351,Official FIZ_2024 factor; pre-2018 validated affine scale
2022-01-31,MKT,,-0.13624809354346548,Official FIZ_2024 factor; pre-2018 validated affine scale
2022-02-28,MKT,,0.06507371631926887,Official FIZ_2024 factor; pre-2018 validated affine scale
2022-03-31,MKT,,0.33706151499745796,Official FIZ_2024 factor; pre-2018 validated affine scale
2022-04-30,MKT,,-0.29944077275037895,Official FIZ_2024 factor; pre-2018 validated affine scale
2022-05-31,MKT,,0.1642094560244032,Official FIZ_2024 factor; pre-2018 validated affine scale
2022-06-30,MKT,,-0.24758515505846249,Official FIZ_2024 factor; pre-2018 validated affine scale
2022-07-31,MKT,,0.6680223690899834,Official FIZ_2024 factor; pre-2018 validated affine scale
2022-08-31,MKT,,-0.010167768174884378,Official FIZ_2024 factor; pre-2018 validated affine scale
2022-09-30,MKT,,-0.29384850025419185,Official FIZ_2024 factor; pre-2018 validated affine scale
2022-10-31,MKT,,0.5795627859684789,Official FIZ_2024 factor; pre-2018 validated affine scale
2022-11-30,MKT,,0.41586171835282115,Official FIZ_2024 factor; pre-2018 validated affine scale
2022-12-31,MKT,,-0.14438230808337396,Official FIZ_2024 factor; pre-2018 validated affine scale
2023-01-31,MKT,,0.5190645653279097,Official FIZ_2024 factor; pre-2018 validated affine scale
2023-02-28,MKT,,0.04982206405694051,Official FIZ_2024 factor; pre-2018 validated affine scale
2023-03-31,MKT,,0.3091001525165226,Official FIZ_2024 factor; pre-2018 validated affine scale
2023-04-30,MKT,,0.21250635485510969,Official FIZ_2024 factor; pre-2018 validated affine scale
2023-05-31,MKT,,0.19928825622775842,Official FIZ_2024 factor; pre-2018 validated affine scale
2023-06-30,MKT,,0.510421962379257,Official FIZ_2024 factor; pre-2018 validated affine scale
2023-07-31,MKT,,0.3446873411286221,Official FIZ_2024 factor; pre-2018 validated affine scale
2023-08-31,MKT,,0.05998983223182608,Official FIZ_2024 factor; pre-2018 validated affine scale
2023-09-30,MKT,,-0.08490086426029333,Official FIZ_2024 factor; pre-2018 validated affine scale
2023-10-31,MKT,,0.01982714794102805,Official FIZ_2024 factor; pre-2018 validated affine scale
2023-11-30,MKT,,0.6304016268429068,Official FIZ_2024 factor; pre-2018 validated affine scale
2023-12-31,MKT,,0.4290798169801724,Official FIZ_2024 factor; pre-2018 validated affine scale
2024-01-31,MKT,,0.21708185053380818,Official FIZ_2024 factor; pre-2018 validated affine scale
2024-02-29,MKT,,0.439247585155058,Official FIZ_2024 factor; pre-2018 validated affine scale
2024-03-31,MKT,,0.3253685815963395,Official FIZ_2024 factor; pre-2018 validated affine scale
2024-04-30,MKT,,-0.05592272496186945,Official FIZ_2024 factor; pre-2018 validated affine scale
2024-05-31,MKT,,0.4021352313167256,Official FIZ_2024 factor; pre-2018 validated affine scale
2024-06-30,MKT,,0.3223182511438739,Official FIZ_2024 factor; pre-2018 validated affine scale
2024-07-31,MKT,,0.24453482460599923,Official FIZ_2024 factor; pre-2018 validated affine scale
2024-08-31,MKT,,0.2633451957295376,Official FIZ_2024 factor; pre-2018 validated affine scale
2024-09-30,MKT,,0.2699542450432132,Official FIZ_2024 factor; pre-2018 validated affine scale
2024-10-31,MKT,,0.13218098627351366,Official FIZ_2024 factor; pre-2018 validated affine scale
2024-11-30,MKT,,0.5124555160142341,Official FIZ_2024 factor; pre-2018 validated affine scale
2024-12-31,MKT,,0.020335536349772337,Official FIZ_2024 factor; pre-2018 validated affine scale
2025-01-31,MKT,,0.3238434163701067,Official CIZ_2026 factor; pre-2018 validated affine scale
2025-02-28,MKT,,0.057447890188104686,Official CIZ_2026 factor; pre-2018 validated affine scale
2025-03-31,MKT,,-0.1433655312658854,Official CIZ_2026 factor; pre-2018 validated affine scale
2025-04-30,MKT,,0.13879003558718928,Official CIZ_2026 factor; pre-2018 validated affine scale
2025-05-31,MKT,,0.4895780376207415,Official CIZ_2026 factor; pre-2018 validated affine scale
2025-06-30,MKT,,0.42857142857142816,Official CIZ_2026 factor; pre-2018 validated affine scale
2025-07-31,MKT,,0.28215556685307586,Official CIZ_2026 factor; pre-2018 validated affine scale
2025-08-31,MKT,,0.27503812913065595,Official CIZ_2026 factor; pre-2018 validated affine scale
2025-09-30,MKT,,0.35383833248601915,Official CIZ_2026 factor; pre-2018 validated affine scale
2025-10-31,MKT,,0.2811387900355873,Official CIZ_2026 factor; pre-2018 validated affine scale
2025-11-30,MKT,,0.17488561260803306,Official CIZ_2026 factor; pre-2018 validated affine scale
2025-12-31,MKT,,0.16319267920691466,Official CIZ_2026 factor; pre-2018 validated affine scale
2026-01-31,MKT,,0.23385866802236938,Official CIZ_2026 factor; pre-2018 validated affine scale
2026-02-28,MKT,,0.12201321809862808,Official CIZ_2026 factor; pre-2018 validated affine scale
2026-03-31,MKT,,-0.08185053380782767,Official CIZ_2026 factor; pre-2018 validated affine scale
2026-04-30,MKT,,0.6873411286222659,Official CIZ_2026 factor; pre-2018 validated affine scale
2026-05-31,MKT,,0.43111337061514954,Official CIZ_2026 factor; pre-2018 validated affine scale
2026-06-30,MKT,,0.12709710218607087,Official CIZ_2026 factor; pre-2018 validated affine scale
2026-07-31,MKT,,0.15099135739705197,Official CIZ_2026 factor; pre-2018 validated affine scale
2018-01-31,SMB,,-0.26970954356846477,Official FIZ_2024 factor; pre-2018 validated affine scale
2018-02-28,SMB,,-0.09439834024896276,Official FIZ_2024 factor; pre-2018 validated affine scale
2018-03-31,SMB,,0.10269709543568444,Official FIZ_2024 factor; pre-2018 validated affine scale
2018-04-30,SMB,,-0.04927385892116196,Official FIZ_2024 factor; pre-2018 validated affine scale
2018-05-31,SMB,,0.16493775933609933,Official FIZ_2024 factor; pre-2018 validated affine scale
2018-06-30,SMB,,-0.04875518672199184,Official FIZ_2024 factor; pre-2018 validated affine scale
2018-07-31,SMB,,-0.22302904564315357,Official FIZ_2024 factor; pre-2018 validated affine scale
2018-08-31,SMB,,-0.04823651452282171,Official FIZ_2024 factor; pre-2018 validated affine scale
2018-09-30,SMB,,-0.22665975103734443,Official FIZ_2024 factor; pre-2018 validated affine scale
2018-10-31,SMB,,-0.3537344398340249,Official FIZ_2024 factor; pre-2018 validated affine scale
2018-11-30,SMB,,-0.14315352697095446,Official FIZ_2024 factor; pre-2018 validated affine scale
2018-12-31,SMB,,-0.23080912863070546,Official FIZ_2024 factor; pre-2018 validated affine scale
2019-01-31,SMB,,0.04149377593360977,Official FIZ_2024 factor; pre-2018 validated affine scale
2019-02-28,SMB,,-0.001037344398340398,Official FIZ_2024 factor; pre-2018 validated affine scale
2019-03-31,SMB,,-0.26607883817427386,Official FIZ_2024 factor; pre-2018 validated affine scale
2019-04-30,SMB,,-0.19709543568464738,Official FIZ_2024 factor; pre-2018 validated affine scale
2019-05-31,SMB,,-0.17582987551867227,Official FIZ_2024 factor; pre-2018 validated affine scale
2019-06-30,SMB,,-0.09336099585062252,Official FIZ_2024 factor; pre-2018 validated affine scale
2019-07-31,SMB,,-0.20798755186721996,Official FIZ_2024 factor; pre-2018 validated affine scale
2019-08-31,SMB,,-0.2318464730290457,Official FIZ_2024 factor; pre-2018 validated affine scale
