run_id,configuration,model,seed,window,target_month,forecast_origin,training_start,training_end,actual_log_rv,previous_log_rv,predicted_log_rv,status,warnings,seconds,error,mse_log_rv,mae_log_rv,mse_rv,mae_rv,qlike_variance,directional_accuracy
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,AR1,0,120,2025-09-30,2025-08-31,2015-09-30,2025-08-31,-3.84430960652608,-3.3885322185760227,-3.3456983629786645,ok,[],0.00016274990048259497,,0.24861317219190007,0.4986112435474155,0.000191391387957124,0.01383442763388222,0.3661251384936761,0.0
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,AR1,0,120,2025-10-31,2025-09-30,2015-10-31,2025-09-30,-3.200563742469265,-3.84430960652608,-3.610385264513111,ok,[],0.00012608303222805262,,0.1679536799303345,0.4098215220438459,0.00018762984296263538,0.013697804311736804,0.4500464697373352,1.0
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,AR1,0,120,2025-11-30,2025-10-31,2015-11-30,2025-10-31,-3.187697796475165,-3.200563742469265,-3.2386622740460242,ok,[],0.00012250000145286322,,0.002597377974070622,0.05096447757085931,4.204326510421991e-06,0.002050445441952063,0.005375845479024616,0.0
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,AR1,0,120,2025-12-31,2025-11-30,2015-12-31,2025-11-30,-3.6690396499504754,-3.187697796475165,-3.2296517949839725,ok,[],0.00011233298573642969,,0.1930616870920646,0.4393878549665029,0.0001979741097254394,0.014070327278547554,0.2940667471964006,1.0
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,AR1,0,120,2026-01-31,2025-12-31,2016-01-31,2025-12-31,-3.5432590006801346,-3.6690396499504754,-3.5096589590676395,ok,[],0.00012700003571808338,,0.001128962796361401,0.03360004161249508,9.765109946087668e-07,0.0009881857085633078,0.0022081864081130997,1.0
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,AR1,0,120,2026-02-28,2026-01-31,2016-02-29,2026-01-31,-3.319270460859548,-3.5432590006801346,-3.440754036364553,ok,[],0.00011491600889712572,,0.014758259117480249,0.12148357550500499,1.712883587406103e-05,0.004138699780614805,0.032059589079907136,1.0
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,AR1,0,120,2026-03-31,2026-02-28,2016-03-31,2026-02-28,-2.9305194230637723,-3.319270460859548,-3.313623899704833,ok,[],0.00012779200915247202,,0.14676904002242105,0.38310447664106073,0.0002884979499638765,0.016985227403949484,0.3853850262594034,1.0
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,AR1,0,120,2026-04-30,2026-03-31,2016-04-30,2026-03-31,-3.2372756219261025,-2.9305194230637723,-3.08932264719872,ok,[],0.00011170899961143732,,0.02189008273068147,0.14795297472738245,3.9213243796268464e-05,0.006262047891566182,0.03976333437777968,1.0
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,AR1,0,120,2026-05-31,2026-04-30,2016-05-31,2026-04-30,-3.511913129771558,-3.2372756219261025,-3.2617909595156647,ok,[],0.00010974996257573366,,0.06256110005351799,0.2501221702558931,7.190929833145591e-05,0.00847993504287951,0.10662681831677023,1.0
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,AR1,0,120,2026-06-30,2026-05-31,2016-06-30,2026-05-31,-3.0167824583115244,-3.511913129771558,-3.4179714032912125,ok,[],0.00011137500405311584,,0.16095256957391524,0.40118894497968816,0.00026178038050842856,0.016179628565218318,0.4284614269568685,1.0
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,AR1,0,120,2026-07-31,2026-06-30,2016-07-31,2026-06-30,-3.371790235714744,-3.0167824583115244,-3.14060594674479,ok,[],0.00033833389170467854,,0.053446175466543205,0.23118428896995402,7.971725357934698e-05,0.008928451913929256,0.09215874833458354,1.0
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,AR1,0,120,2026-08-31,2026-07-31,2016-08-31,2026-07-31,-3.5077496504538077,-3.371790235714744,-3.336074556049742,ok,[],0.0001996669452637434,,0.029472338038644946,0.17167509440406592,3.149530942351837e-05,0.005612068194838546,0.05273993651599873,0.0
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,AR1,0,571,2025-09-30,2025-08-31,1978-02-28,2025-08-31,-3.84430960652608,-3.3885322185760227,-3.3360281543766943,ok,[],0.0005020829848945141,,0.2583500345990883,0.5082814521493857,0.00020098211317689014,0.014176816045110063,0.37839937620003716,0.0
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,AR1,0,571,2025-10-31,2025-09-30,1978-03-31,2025-09-30,-3.200563742469265,-3.84430960652608,-3.6257001374253406,ok,[],0.0003225830150768161,,0.1807409543162483,0.4251363949560756,0.0001990578207460138,0.01410878523282617,0.49001238113259116,1.0
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,AR1,0,571,2025-11-30,2025-10-31,1978-04-30,2025-10-31,-3.187697796475165,-3.200563742469265,-3.216281693446243,ok,[],0.0002503329887986183,,0.0008170391660532081,0.028583896971078104,1.352257784951877e-06,0.0011628661939156529,0.001665667389115326,0.0
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,AR1,0,571,2025-12-31,2025-11-30,1978-05-31,2025-11-30,-3.6690396499504754,-3.187697796475165,-3.2086315039596185,ok,[],0.00029904197435826063,,0.21197566089473818,0.4604081459908569,0.00022233586079845497,0.01491093091656101,0.31901015790542486,1.0
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,AR1,0,571,2026-01-31,2025-12-31,1978-06-30,2025-12-31,-3.5432590006801346,-3.6690396499504754,-3.5137245515327575,ok,[],0.000244291964918375,,0.000872283686438999,0.029534449147377018,7.514157667122907e-07,0.0008668424116944733,0.001710718800457138,1.0
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,AR1,0,571,2026-02-28,2026-01-31,1978-07-31,2026-01-31,-3.319270460859548,-3.5432590006801346,-3.4340067737502036,ok,[],0.0002675829455256462,,0.013164421495742464,0.11473631289065578,1.5380382112914662e-05,0.003921783027261282,0.02846380594368675,1.0
