run_id,configuration,model,seed,window,target_month,forecast_origin,training_start,training_end,actual_log_rv,previous_log_rv,predicted_log_rv,status,warnings,seconds,error
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,LSTMX,1,120,2026-09-30,2026-08-31,2016-09-30,2026-08-31,,-3.5077496504538077,-3.331109347459651,ok,[],0.30156475002877414,
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,LSTMX,2,120,2026-09-30,2026-08-31,2016-09-30,2026-08-31,,-3.5077496504538077,-3.2967786611590277,ok,[],0.32426883291918784,
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,LSTMX,3,120,2026-09-30,2026-08-31,2016-09-30,2026-08-31,,-3.5077496504538077,-3.3141343995058956,ok,[],0.29117558302823454,
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,LSTMX,4,120,2026-09-30,2026-08-31,2016-09-30,2026-08-31,,-3.5077496504538077,-3.2967170133751207,ok,[],0.269449167069979,
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,LSTMX,0,571,2026-09-30,2026-08-31,1979-02-28,2026-08-31,,-3.5077496504538077,-3.440490968508504,ok,[],1.4462855830788612,
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,LSTMX,1,571,2026-09-30,2026-08-31,1979-02-28,2026-08-31,,-3.5077496504538077,-3.5510462040013278,ok,[],1.4901347080012783,
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,LSTMX,2,571,2026-09-30,2026-08-31,1979-02-28,2026-08-31,,-3.5077496504538077,-3.5113710322713825,ok,[],1.4631744580110535,
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,LSTMX,3,571,2026-09-30,2026-08-31,1979-02-28,2026-08-31,,-3.5077496504538077,-3.4132288087231997,ok,[],1.4544380420120433,
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,LSTMX,4,571,2026-09-30,2026-08-31,1979-02-28,2026-08-31,,-3.5077496504538077,-3.464579944913319,ok,[],1.2904594580177218,
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,Persistence,0,120,2026-09-30,2026-08-31,2016-09-30,2026-08-31,,-3.5077496504538077,-3.5077496504538077,ok,[],8.145789615809917e-05,
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,Persistence,0,571,2026-09-30,2026-08-31,1979-02-28,2026-08-31,,-3.5077496504538077,-3.5077496504538077,ok,[],5.183299072086811e-05,
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,QR1,0,120,2026-09-30,2026-08-31,2016-09-30,2026-08-31,,-3.5077496504538077,-3.4764758565803913,ok,[],9.033293463289738e-05,
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,QR1,1,120,2026-09-30,2026-08-31,2016-09-30,2026-08-31,,-3.5077496504538077,-3.4477164660874866,ok,[],8.216698188334703e-05,
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,QR1,2,120,2026-09-30,2026-08-31,2016-09-30,2026-08-31,,-3.5077496504538077,-3.4654587870452467,ok,[],7.695797830820084e-05,
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,QR1,3,120,2026-09-30,2026-08-31,2016-09-30,2026-08-31,,-3.5077496504538077,-3.455469434606834,ok,[],9.39579913392663e-05,
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,QR1,4,120,2026-09-30,2026-08-31,2016-09-30,2026-08-31,,-3.5077496504538077,-3.419626934799558,ok,[],7.941701915115118e-05,
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,QR1,0,571,2026-09-30,2026-08-31,1979-02-28,2026-08-31,,-3.5077496504538077,-3.433546815720259,ok,[],9.437499102205038e-05,
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,QR1,1,571,2026-09-30,2026-08-31,1979-02-28,2026-08-31,,-3.5077496504538077,-3.4269170212070197,ok,[],9.433308150619268e-05,
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,QR1,2,571,2026-09-30,2026-08-31,1979-02-28,2026-08-31,,-3.5077496504538077,-3.416106523321564,ok,[],6.991694681346416e-05,
ded7a08a6e790a8eaa36b7c0df6b714f3909087fac48f4668333eea104b35e34,modern,QR1,3,571,2026-09-30,2026-08-31,1979-02-28,2026-08-31,,-3.5077496504538077,-3.436353975954326,ok,[],0.00012454099487513304,
