run_id,configuration,model,seed,window,target_month,forecast_origin,training_start,training_end,actual_log_rv,previous_log_rv,predicted_log_rv,status,warnings,seconds,error,mse_log_rv,mae_log_rv,mse_rv,mae_rv,qlike_variance,directional_accuracy
6896fea73c283c52ec3df2db2143d92e1dad9531a594c684d1d0adfc23fe05fa,colin,AR1,0,571,2026-02-28,2026-01-31,1978-07-31,2026-01-31,-3.319307735691405,-3.5432987087435324,-3.4340336924707495,ok,[],0.0002015409991145134,,0.013162045158936047,0.1147259567793446,1.5376615612706282e-05,0.003921302795335535,0.028458463776713572,1.0
6896fea73c283c52ec3df2db2143d92e1dad9531a594c684d1d0adfc23fe05fa,colin,AR1,0,571,2026-03-31,2026-02-28,1978-08-31,2026-02-28,-2.9305511753093016,-3.319307735691405,-3.291733427271384,ok,[],0.0001787920482456684,,0.13045261913240103,0.3611822519620822,0.0002617369582998562,0.016178286630538358,0.33693216968093376,1.0
6896fea73c283c52ec3df2db2143d92e1dad9531a594c684d1d0adfc23fe05fa,colin,AR1,0,571,2026-04-30,2026-03-31,1978-09-30,2026-03-31,-3.237312027686596,-2.9305511753093016,-3.045333168320945,ok,[],0.0002235410502180457,,0.036855882443336346,0.19197885936565084,6.907519554873112e-05,0.00831114887056724,0.0651179456205801,1.0
6896fea73c283c52ec3df2db2143d92e1dad9531a594c684d1d0adfc23fe05fa,colin,AR1,0,571,2026-05-31,2026-04-30,1978-10-31,2026-04-30,-3.5119546359486353,-3.237312027686596,-3.239371614140718,ok,[],0.00019337492994964123,,0.0743015037779355,0.27258302180791727,8.742210622816368e-05,0.009349978942658838,0.12491155592217967,1.0
6896fea73c283c52ec3df2db2143d92e1dad9531a594c684d1d0adfc23fe05fa,colin,AR1,0,571,2026-06-30,2026-05-31,1978-11-30,2026-05-31,-3.0168147582707263,-3.5119546359486353,-3.4139547945512545,ok,[],0.00018924998585134745,,0.15772020841689924,0.3971400362805282,0.00025747805049108034,0.016046122599901833,0.4185672611372284,1.0
6896fea73c283c52ec3df2db2143d92e1dad9531a594c684d1d0adfc23fe05fa,colin,AR1,0,571,2026-07-31,2026-06-30,1978-12-31,2026-06-30,-3.371829178429884,-3.0168147582707263,-3.1011028663481808,ok,[],0.00018199998885393143,,0.07329273605335986,0.2707263120817034,0.00011390773074354932,0.01067275647354278,0.12335497688070107,1.0
6896fea73c283c52ec3df2db2143d92e1dad9531a594c684d1d0adfc23fe05fa,colin,AR1,0,571,2026-08-31,2026-07-31,1979-01-31,2026-07-31,-3.507788998946598,-3.371829178429884,-3.325151547683288,ok,[],0.00021162501070648432,,0.033356438603957934,0.18263745126331,3.604775108685272e-05,0.006003977938571454,0.05928074321960397,0.0
6896fea73c283c52ec3df2db2143d92e1dad9531a594c684d1d0adfc23fe05fa,colin,AR3,0,120,2025-09-30,2025-08-31,2015-09-30,2025-08-31,-3.844352655797379,-3.3885720022366694,-3.3849848376098257,ok,[],7.416598964482546e-05,,0.21101879238639287,0.4593678181875531,0.00015569812839650134,0.012477905609376172,0.31775886911262086,0.0
6896fea73c283c52ec3df2db2143d92e1dad9531a594c684d1d0adfc23fe05fa,colin,AR3,0,120,2025-10-31,2025-09-30,2015-10-31,2025-09-30,-3.200601249147139,-3.844352655797379,-3.5851312176078727,ok,[],7.354095578193665e-05,,0.1478632966444127,0.3845299684607335,0.00016912156599084373,0.013004674774512576,0.38867695436383154,1.0
6896fea73c283c52ec3df2db2143d92e1dad9531a594c684d1d0adfc23fe05fa,colin,AR3,0,120,2025-11-30,2025-10-31,2015-11-30,2025-10-31,-3.1877347547552812,-3.200601249147139,-3.297981589324811,ok,[],7.345899939537048e-05,,0.012154364532601216,0.11024683456952955,1.8555013500687314e-05,0.004307553075782969,0.02619836294029504,0.0
6896fea73c283c52ec3df2db2143d92e1dad9531a594c684d1d0adfc23fe05fa,colin,AR3,0,120,2025-12-31,2025-11-30,2015-12-31,2025-11-30,-3.669080341092571,-3.1877347547552812,-3.209881599075916,ok,[],7.512501906603575e-05,,0.21086348466967847,0.459198742016655,0.00022086363026665605,0.014861481429072138,0.3175556702275336,1.0
