0.000000,0.771133,0.000281,0.000189,0.036366,0.001032,0.799118,0.006911,0.274434,0.030352,0.000000
0.000000,0.000000,0.000186,0.000167,0.014395,0.000419,0.965447,0.003670,0.173742,0.011377,0.000000
0.000000,0.000000,0.000000,0.817440,0.003859,0.206399,0.000463,0.003088,0.000314,0.003521,0.000002
0.000000,0.000000,0.000000,0.000000,0.003558,0.213471,0.000323,0.005434,0.000229,0.003204,0.000002
0.000000,0.000000,0.000000,0.000000,0.000000,0.002023,0.023394,0.089525,0.269865,0.982052,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000395,0.682116,0.021357,0.003952,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008325,0.214717,0.017480,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016559,0.087761,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250581,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
